رقم الصفقة,التصنيف,النوع,سعر الصفقة (ريال),المساحة (متر مربع),سعر المتر المربع (ريال),تاريخ الصفقة,المنطقة,المدينة,الحي,المخطط,القطعة,الملاحظات
28445929,أخرى,أخرى,1556190,434٫34,3582,20/03/2025,الشرقية,القطيف,سيحة العوامية,بدون,بدون,
28445716,أخرى,أخرى,0,484٫00,0,20/03/2025,الرياض,الرياض,الجزيرة,1351,5 / - / 323,فرز/دمج
28445626,أخرى,أخرى,0,390٫00,0,20/03/2025,مكة المكرمة,مكة المكرمة,الخضراء,1 / 20 / 16 / 6,1152 / 1,هبة
28445227,أخرى,أخرى,100000,4556٫25,21,20/03/2025,جيزان,الدرب,بحره,بدون,بدون,
28445088,أخرى,أخرى,0,625٫00,0,20/03/2025,مكة المكرمة,جده,الفيحاء,407 / ب,465,هبة
28444503,أخرى,أخرى,30000,58٫44,513,20/03/2025,الرياض,حريملاء,الحزم,بدون,بدون,
28444499,أخرى,أخرى,0,480٫00,0,20/03/2025,الرياض,الرياض,الحزم,1994,80 / 1,هبة
28444099,أخرى,أخرى,0,750٫00,0,20/03/2025,الرياض,الرياض,العزيزية,3085,677,هبة
28443477,سكني,شقة,440000,127٫37,3454,20/03/2025,الرياض,الرياض,الدار البيضاء,3512,2 / ح1,
28443325,سكني,قطعة أرض,68754,314٫16,218,20/03/2025,القصيم,بريده,القادسية,677/ 2/ ق,9/ب,
28443101,سكني,بيت,128689,256٫65,501,20/03/2025,الرياض,الرياض,الفوطة,بدون,بدون,
28441269,أخرى,أخرى,739766,410٫00,1804,20/03/2025,عسير,احد رفيده,ال بريد,10 / أ / 4,141,
28440186,أخرى,أخرى,0,281٫60,0,20/03/2025,الشرقية,القطيف,القديح,بدون,بدون,هبة
28438259,أخرى,أخرى,0,512٫38,0,20/03/2025,المدينة المنورة,المدينة المنورة,بنى حارثة,12/ ف/ 1408,12,هبة
28435312,زراعي,أرض زراعية,400000,54900٫00,7,20/03/2025,الرياض,الخرج,بدون,بدون,19,
28435217,أخرى,أخرى,0,420٫00,0,20/03/2025,القصيم,رياض الخبراء,الياسمين,53 / ق,609,هبة
28433857,سكني,قطعة أرض,2337900,714٫47,3272,20/03/2025,المدينة المنورة,المدينة المنورة,غرب الاستاذ الرياضى فى ابار على,5 / ق / 1411,367,
28433167,أخرى,أخرى,0,246٫19,0,20/03/2025,الرياض,الخرج,اليمامه,بدون,بدون,هبة
28431162,أخرى,أخرى,365000,600٫00,608,20/03/2025,الشرقية,الخفجي,الشاطي,8 / 67,46 / ب,
28430161,أخرى,أخرى,0,100000٫00,0,20/03/2025,حايل,الشنان,114كم شرق حائل,113,عدد العقارات 2-608-607,هبة
28429956,أخرى,أخرى,0,431٫24,0,20/03/2025,حايل,حائل,غياض,بدون,بدون,هبة
28429129,أخرى,أخرى,1056310,359٫68,2936,20/03/2025,الشرقية,القطيف,عنك,بدون,بدون,
28428253,أخرى,أخرى,0,370٫00,0,20/03/2025,الرياض,الدرعيه,الواحة,92,119,هبة
28422483,أخرى,أخرى,800000,527٫87,1515,20/03/2025,الجوف,طبرجل,العزيزية,2 / 7 / 2 / 1396,446,
28422059,أخرى,أخرى,30000,835٫50,35,20/03/2025,حايل,حائل,العراديه,بدون,بدون,
28420780,أخرى,شقة,605000,194٫41,3111,20/03/2025,الشرقية,الخبر,بدون,251 / 2,3 / 2,
28418724,أخرى,أخرى,0,312٫50,0,20/03/2025,الرياض,الرياض,النسيم الغربي,1270 / هـ,965 / 2,هبة
28411951,أخرى,أخرى,0,875٫00,0,20/03/2025,الشرقية,الخبر,التحلية,209 / 2,355 / ب,هبة
28411254,أخرى,أخرى,650000,640٫00,1015,20/03/2025,تبوك,تبوك,الشفا,558 / 38 / ت,333,
28409945,تجاري,قطعة أرض,0,839٫00,0,20/03/2025,الشرقية,الجبيل,الدفى,ها م/ د4,68,
28405624,أخرى,أخرى,630000,25000٫00,25,20/03/2025,حايل,حائل,35 كم شمال حائل غرب القاعد,111,1,
28400116,أخرى,أخرى,0,690٫00,0,20/03/2025,الشرقية,حفر الباطن,النهضة,ش ر 98 / ح / 1422هـ,777,هبة
28399721,أخرى,أخرى,380000,625٫00,608,20/03/2025,الشرقية,الاحساء,هجر السادس,4 / 640,377,
28394742,أخرى,أخرى,0,600٫00,0,20/03/2025,الشرقية,حفر الباطن,الصفيرى,9/ 161,127,هبة
28390499,سكني,قطعة أرض,850000,448٫00,1897,20/03/2025,مكة المكرمة,مكة المكرمة,بدون,بدون,بدون,
28390061,أخرى,أخرى,135500,62250٫00,2,20/03/2025,القصيم,القواره,بدون,1233,3,
28387537,تجاري,قطعة أرض,43611000,145238٫40,300,20/03/2025,مكة المكرمة,جده,الساحل,305 / ب,2,مشترك أو مشاع
28384953,سكني,وحدة سكنية,150000,180٫17,832,20/03/2025,تبوك,تبوك,الفيصلية الجنوبية,ت / ت / 110,5,
28384324,سكني,قطعة أرض,1000,600٫00,1,20/03/2025,الرياض,الدوادمي,حطين,691,578,
28382342,أخرى,أخرى,0,1500٫00,0,20/03/2025,مكة المكرمة,جده,السرورية,81 / ب,168,هبة
28380344,سكني,قطعة أرض,2500000,416٫00,6009,20/03/2025,الشرقية,الخبر,الصدفة,985 / ش.د,109 / 2,
28314812,أخرى,أخرى,50000,50000٫00,1,20/03/2025,الرياض,الخرج,بدون,1053 على بعد 45كم شرق الخرج اكم جنوب اسفلت حرض,3,بيع مرهون
28314771,أخرى,أخرى,50000,60000٫00,0,20/03/2025,الرياض,الخرج,بدون,1053 على بعد 45كم شرق الخرج اكم جنوب اسفلت حرض,2,بيع مرهون
28309376,أخرى,أخرى,1373352,1144٫46,1200,20/03/2025,الشرقية,القطيف,الجميمه بالعواميه,بدون,بدون,
28301289,أخرى,أخرى,100000,500٫00,200,20/03/2025,الشرقية,الخفجي,الروضة,8 / 37,185 / ج,
28458917,سكني,قطعة أرض,0,687٫05,0,19/03/2025,مكة المكرمة,جده,العدل,224 / ب,162,هبة
28458911,تجاري,قطعة أرض,6300000,750٫00,8400,19/03/2025,مكة المكرمة,جده,الصفا,المنح / 11,493,
28458905,سكني,قطعة أرض,692398,494٫57,1400,19/03/2025,الرياض,الرياض,النظيم,3968,5959,
28458901,تجاري,قطعة أرض,900000,640٫00,1406,19/03/2025,تبوك,تبوك,البوادى,545 / 38 / ت,1804,
28458890,سكني,قطعة أرض,50000,600٫00,83,19/03/2025,حايل,حائل,المنتزة,306,966,
28458886,سكني,قطعة أرض,600000,600٫25,999,19/03/2025,الرياض,الرياض,المصفاة,3200,3929,
28458885,تجاري,قطعة أرض,1375000,618٫75,2222,19/03/2025,عسير,خميس مشيط,العمارة,690 / 1423 / ع / 2,118,
28458879,سكني,شقة,569000,114٫16,4984,19/03/2025,الرياض,الرياض,الرمال,3240 / أ,1 / 1,
28458878,سكني,قطعة أرض,3800000,3455٫00,1099,19/03/2025,عسير,ابها,المروج,643 / 1414هـ / ج / 1,506,
28458877,سكني,قطعة أرض,440000,550٫00,800,19/03/2025,الشرقية,العيون,الرابية,14 / 92,323,
28458876,سكني,شقة,1026458,133٫63,7681,19/03/2025,الرياض,الرياض,قرطبة,3119,2 / ح1,
28458863,أخرى,أخرى,0,1200٫00,0,19/03/2025,الرياض,الرياض,الفلاح,2924,420,فرز/دمج
28458862,أخرى,أخرى,0,1200٫00,0,19/03/2025,الرياض,الرياض,الفلاح,2924,418,فرز/دمج
28458861,أخرى,أخرى,0,1200٫00,0,19/03/2025,الرياض,الرياض,الفلاح,2924,422,فرز/دمج
28458859,أخرى,أخرى,0,228٫00,0,19/03/2025,المدينة المنورة,المدينة المنورة,حرة جبل عير,844 / ت / 1419,37 / 1 / 1 / 2 / 2,هبة
28458850,أخرى,أخرى,0,563925٫00,0,19/03/2025,الرياض,شقراء,بدون,3486,1,هبة
28458843,سكني,قطعة أرض,814050,405٫00,2010,19/03/2025,الشرقية,الخبر,الصدفة,ش خ 892,165,
28458777,أخرى,أخرى,0,568٫10,0,19/03/2025,القصيم,عنيزه,الخزامى,537 / ق,17,فرز/دمج
28458776,أخرى,أخرى,0,407٫00,0,19/03/2025,القصيم,عنيزه,الخزامى,537 / ق,16,فرز/دمج
28458775,أخرى,أخرى,0,553٫10,0,19/03/2025,القصيم,عنيزه,الخزامى,537 / ق,15,فرز/دمج
28458773,أخرى,أخرى,0,407٫00,0,19/03/2025,القصيم,عنيزه,الخزامى,537 / ق,14,فرز/دمج
28458772,أخرى,أخرى,0,553٫10,0,19/03/2025,القصيم,عنيزه,الخزامى,537 / ق,13,فرز/دمج
28458708,سكني,شقة,629000,125٫82,4999,19/03/2025,الرياض,الرياض,الرمال,3240 / أ,11 / 1,
28458664,تجاري,قطعة أرض,1200000,1123٫00,1068,19/03/2025,نجران,نجران,شرق المطار/ أ,1/ ن/ 1414,2647,
28458636,سكني,شقة,0,107٫09,0,19/03/2025,مكة المكرمة,جده,السلامة,3/ 238/ ع,16,هبة
28458633,سكني,قطعة أرض,444917,423٫73,1050,19/03/2025,تبوك,تبوك,الحزم,ت / ت / 543,39,
28458629,سكني,قطعة أرض,1000000,311٫70,3208,19/03/2025,مكة المكرمة,جده,الزمرد,272 / ب / 1402,401 / 2 / هـ,
28458624,سكني,قطعة أرض,820446,372٫93,2200,19/03/2025,المدينة المنورة,المدينة المنورة,العيون,003144-030104-0301,34,
28458621,أخرى,أخرى,0,352٫37,0,19/03/2025,مكة المكرمة,بحره,الفنار,بدون,بدون,هبة
28458607,سكني,قطعة أرض,0,600٫00,0,19/03/2025,مكة المكرمة,مكة المكرمة,دار السلام,ك ك 1 / 7 / 126,1609,هبة
28458599,سكني,شقة,1023589,137٫63,7437,19/03/2025,الرياض,الرياض,قرطبة,3119,1 / ح1,
28458594,سكني,قطعة أرض,900000,650٫00,1384,19/03/2025,الرياض,الرياض,العريجاء الغربي,1638 / ج,4409,
28458592,سكني,شقة,400000,135٫15,2959,19/03/2025,مكة المكرمة,جده,الفيصلية,3 / 471 / ع,2 / 3,
28458587,أخرى,أخرى,475100000,375٫00,1266933,19/03/2025,الرياض,الرياض,الرمال,3966,192,رهن
28458583,سكني,قطعة أرض,0,625٫00,0,19/03/2025,مكة المكرمة,جده,الريان,260/ ب,1203,هبة
28458582,سكني,شقة,609000,104٫84,5808,19/03/2025,الرياض,الرياض,الرمال,3240 / أ,2 / ح1,
28458579,أخرى,أخرى,0,110200٫00,0,19/03/2025,الرياض,وادي الدواسر,بدون,123 فى 5 / 6 / 1427,1,هبة
28458572,تجاري,قطعة أرض,0,560٫00,0,19/03/2025,المدينة المنورة,المدينة المنورة,امتداد العاقول /د من مخطط الامانة,769/ ت/ 1416,1490,هبة
28458554,سكني,شقة,700000,187٫72,3728,19/03/2025,مكة المكرمة,جده,النزهة,3/ 534/ ع,1/ح1,
28458553,أخرى,أخرى,0,700٫00,0,19/03/2025,المدينة المنورة,المدينة المنورة,وادي البطان,769 / ت / 1416,2230,هبة
28458551,تجاري,قطعة أرض,530000,585٫62,905,19/03/2025,مكة المكرمة,جده,جوهرة العروس,244 / ج / س,211,
28458546,سكني,قطعة أرض,1178000,625٫00,1884,19/03/2025,الرياض,الرياض,ديراب,2116,165,
28458543,أخرى,أخرى,0,730٫00,0,19/03/2025,الباحة,بلجرشي,بدون,ب / ل / 332 / شعب الحنطه,122,هبة
28458527,سكني,شقة,300000,200٫10,1499,19/03/2025,جيزان,جيزان,الصفا,233,2 / 2,
28458502,أخرى,أخرى,475100000,393٫75,1206603,19/03/2025,الرياض,الرياض,الرمال,3966,184,رهن
28458499,أخرى,أخرى,0,519٫58,0,19/03/2025,جيزان,ضمد,خبت الفلق,بدون,136,هبة
28458493,تجاري,قطعة أرض,1375000,618٫75,2222,19/03/2025,عسير,خميس مشيط,العمارة,690 / 1423 / ع / 2,120,
28458492,أخرى,أخرى,0,773٫97,0,19/03/2025,جيزان,ضمد,خبت الفلق,بدون,430,هبة
28458491,تجاري,قطعة أرض,990000,600٫00,1650,19/03/2025,الشرقية,الجبيل,الحمراء,226/ 7/ المنطقة أ,245,
28458488,أخرى,أخرى,0,501٫01,0,19/03/2025,مكة المكرمة,الطائف,القدس,1884 / س المعدل 2,4030,هبة
28458486,أخرى,أخرى,0,538٫96,0,19/03/2025,جيزان,ضمد,خبت الفلق,بدون,138,هبة
28458481,سكني,قطعة أرض,550000,275٫00,2000,19/03/2025,مكة المكرمة,جده,الصالحية,382 / ج / س / المعدل,43 / ب,
28458470,أخرى,أخرى,0,558٫35,0,19/03/2025,جيزان,ضمد,خبت الفلق,بدون,140,هبة
28458459,سكني,فيلا,1740000,267٫30,6509,19/03/2025,الرياض,الرياض,المونسية,3259,1 / أ,
28458458,سكني,قطعة أرض,200000,667٫50,0,19/03/2025,المدينة المنورة,المدينة المنورة,طيبة بابار على شمال امتداد طريق السلام بالبيداء,811 / ت / 1417,884,فك رهن
28458454,أخرى,أخرى,475100000,350٫00,1357428,19/03/2025,الرياض,الرياض,الرمال,3966,1203,رهن
28458450,سكني,قطعة أرض,1350000,308٫00,4383,19/03/2025,مكة المكرمة,جده,الصالحية,83 / ج / س,155 / 1 / 2 / 2 / 2 / 1الجزء ب,
28458449,أخرى,أخرى,0,577٫73,0,19/03/2025,جيزان,ضمد,خبت الفلق,بدون,142,هبة
28458444,سكني,شقة,1275415,156٫18,8166,19/03/2025,الرياض,الرياض,قرطبة,3119,2 / 2,
28458440,سكني,قطعة أرض,275000,594٫35,462,19/03/2025,جيزان,جيزان,الرحاب 2,428,539,
28458433,أخرى,أخرى,0,1126٫00,0,19/03/2025,الشرقية,الجبيل,صناعية العريفي,ش.ج 239,403,فرز/دمج
28458432,أخرى,أخرى,0,874٫00,0,19/03/2025,الشرقية,الجبيل,صناعية العريفي,ش.ج 239,402,فرز/دمج
28458431,أخرى,أخرى,0,874٫00,0,19/03/2025,الشرقية,الجبيل,صناعية العريفي,ش.ج 239,401,فرز/دمج
28458430,أخرى,أخرى,0,874٫00,0,19/03/2025,الشرقية,الجبيل,صناعية العريفي,ش.ج 239,400,فرز/دمج
28458429,أخرى,أخرى,0,874٫00,0,19/03/2025,الشرقية,الجبيل,صناعية العريفي,ش.ج 239,399,فرز/دمج
28458428,أخرى,أخرى,0,874٫00,0,19/03/2025,الشرقية,الجبيل,صناعية العريفي,ش.ج 239,398,فرز/دمج
28458427,أخرى,أخرى,0,874٫00,0,19/03/2025,الشرقية,الجبيل,صناعية العريفي,ش.ج 239,397,فرز/دمج
28458426,أخرى,أخرى,0,874٫00,0,19/03/2025,الشرقية,الجبيل,صناعية العريفي,ش.ج 239,396,فرز/دمج
28458425,أخرى,أخرى,0,874٫00,0,19/03/2025,الشرقية,الجبيل,صناعية العريفي,ش.ج 239,395,فرز/دمج
28458424,أخرى,أخرى,0,874٫00,0,19/03/2025,الشرقية,الجبيل,صناعية العريفي,ش.ج 239,394,فرز/دمج
28458423,أخرى,أخرى,0,874٫00,0,19/03/2025,الشرقية,الجبيل,صناعية العريفي,ش.ج 239,393,فرز/دمج
28458422,أخرى,أخرى,0,874٫00,0,19/03/2025,الشرقية,الجبيل,صناعية العريفي,ش.ج 239,392,فرز/دمج
28458421,أخرى,أخرى,0,874٫00,0,19/03/2025,الشرقية,الجبيل,صناعية العريفي,ش.ج 239,391,فرز/دمج
28458420,أخرى,أخرى,0,874٫00,0,19/03/2025,الشرقية,الجبيل,صناعية العريفي,ش.ج 239,390,فرز/دمج
28458419,أخرى,أخرى,0,640٫00,0,19/03/2025,جيزان,ضمد,خبت الفلق,بدون,152,هبة
28458411,سكني,قطعة أرض,300000,325٫22,922,19/03/2025,الشرقية,رأس تنوره,الدانة,بدون,8,
28458407,تجاري,قطعة أرض,280000,600٫00,466,19/03/2025,الرياض,رماح,حى النخيل,287,208,
28458405,أخرى,أخرى,0,704٫08,0,19/03/2025,جيزان,ضمد,خبت الفلق,بدون,185,هبة
28458404,سكني,شقة,845000,219٫27,3853,19/03/2025,مكة المكرمة,جده,الصفا,87 / ب,2 / ح1,
28458400,سكني,قطعة أرض,440000,550٫00,800,19/03/2025,الشرقية,العيون,الرابية,14 / 92,329,
28458398,أخرى,أخرى,0,874٫00,0,19/03/2025,الشرقية,الجبيل,صناعية العريفي,ش.ج 239,389,فرز/دمج
28458396,أخرى,أخرى,0,874٫00,0,19/03/2025,الشرقية,الجبيل,صناعية العريفي,ش.ج 239,388,فرز/دمج
28458395,أخرى,أخرى,0,874٫00,0,19/03/2025,الشرقية,الجبيل,صناعية العريفي,ش.ج 239,387,فرز/دمج
28458394,أخرى,أخرى,0,1120٫50,0,19/03/2025,الشرقية,الجبيل,صناعية العريفي,ش.ج 239,386,فرز/دمج
28458392,أخرى,أخرى,0,1120٫50,0,19/03/2025,الشرقية,الجبيل,صناعية العريفي,ش.ج 239,385,فرز/دمج
28458388,أخرى,أخرى,0,630٫00,0,19/03/2025,الرياض,الزلفي,المنار,864,75,هبة
28458382,أخرى,أخرى,0,355٫25,0,19/03/2025,الرياض,الرياض,النظيم,1947,148  /  2,هبة
28458380,أخرى,أخرى,0,300٫00,0,19/03/2025,حايل,موقق,موقق,176ق,1 / 385,هبة
28458376,سكني,قطعة أرض,100000,500٫00,200,19/03/2025,الرياض,الدرعيه,عقرباء,273 / أ / 2 / س,314,
28458374,سكني,قطعة أرض,500000,960٫00,520,19/03/2025,نجران,نجران,شرق المطار/ أ,1/ ن/ 1414,2646,
28458373,سكني,قطعة أرض,1459206,394٫38,3700,19/03/2025,الرياض,الرياض,الرمال,3242,2106,
28458372,أخرى,أخرى,0,500٫00,0,19/03/2025,القصيم,الرس,بدون,14 / ق,136,هبة
28458369,سكني,قطعة أرض,1000000,750٫00,1333,19/03/2025,الرياض,الرياض,العريجاء الغربي,1638 / ج,4410,
28458368,أخرى,أخرى,0,595٫00,0,19/03/2025,عسير,البرك,بدون,بدون,بدون,هبة
28458365,سكني,شقة,530000,279٫42,1896,19/03/2025,مكة المكرمة,الطائف,العقيق,37 / ط / س / 1386,1 / 2,
28458348,سكني,شقة,400000,90٫28,4430,19/03/2025,مكة المكرمة,جده,السلامة,3/ 238/ ع,9,
28458347,سكني,قطعة أرض,812000,290٫00,2800,19/03/2025,مكة المكرمة,جده,الصوارى,252 / ج / س,461  /  2,
28458346,سكني,شقة,475000,131٫68,3607,19/03/2025,الشرقية,الدمام,السيف,ش د 1450,5 / 4,
28458339,أخرى,أخرى,0,750٫00,0,19/03/2025,الرياض,الرياض,عريض,2744 / أ,4618,هبة
28458336,سكني,قطعة أرض,890000,350٫00,2542,19/03/2025,حايل,حائل,الرصف,940,2398 / 2,صفقة بتمويل
28458335,سكني,قطعة أرض,10000,690٫00,14,19/03/2025,الرياض,الافلاج,الملك عبدالله,876,369,
28458333,سكني,قطعة أرض,80000,656٫28,121,19/03/2025,مكة المكرمة,الطائف,العرفاء,991 / ضاحية العرفاء,2236,
28458326,سكني,قطعة أرض,800000,630٫00,1269,19/03/2025,تبوك,تبوك,القادسية الاول,435 / 38 / ت,350,
28458325,سكني,قطعة أرض,400000,270٫00,1481,19/03/2025,الرياض,الرياض,الغنامية,3258,206/19,
28458319,أخرى,أخرى,33000,340٫50,96,19/03/2025,القصيم,القواره,بدون,بدون,58  /  1,
28458314,أخرى,أخرى,0,750٫00,0,19/03/2025,الرياض,الرياض,عريض,2744 / أ,4612,هبة
28458301,أخرى,أخرى,0,500٫53,0,19/03/2025,الجوف,سكاكا,المروج,811 / س,82,صفقة بتمويل
28458296,سكني,قطعة أرض,60000,750٫00,80,19/03/2025,الباحة,بلجرشي,صخوان,ب/ ك/ 8,815,
28458294,سكني,قطعة أرض,1320000,600٫00,2200,19/03/2025,المدينة المنورة,المدينة المنورة,جشم,م / م / 934,272,
28458290,سكني,قطعة أرض,475100000,350٫00,1357428,19/03/2025,الرياض,الرياض,الرمال,3966,1221,رهن
28458288,سكني,قطعة أرض,3300000,400٫00,8250,19/03/2025,الرياض,الرياض,سدرة,3967 / 9,3584,
28458283,سكني,قطعة أرض,812000,290٫00,2800,19/03/2025,مكة المكرمة,جده,الصوارى,252 / ج / س,462  /  1,
28458281,سكني,قطعة أرض,400000,150٫00,2666,19/03/2025,الرياض,الرياض,منفوحة,بدون,بدون,
28458268,أخرى,أخرى,0,366٫00,0,19/03/2025,الرياض,القويعيه,مخطط رقم1051,1051,310 / ب,هبة
28458261,أخرى,أخرى,0,475٫03,0,19/03/2025,مكة المكرمة,الطائف,القهيب,442277,6,هبة
28458255,سكني,قطعة أرض,0,600٫00,0,19/03/2025,الباحة,بلجرشي,الفريه,200,254,هبة
28458254,سكني,قطعة أرض,7650000,620٫00,12338,19/03/2025,الرياض,الرياض,السليمانية,897,447و454,
28458248,أخرى,أخرى,0,366٫00,0,19/03/2025,الرياض,القويعيه,مخطط رقم1051,1051,310 / أ,هبة
28458246,سكني,قطعة أرض,1151562,343٫75,3350,19/03/2025,الرياض,الرياض,الفاروق,3203 / 1,2546 / 2,
28458242,أخرى,شقة,880000,184٫50,4769,19/03/2025,الشرقية,الجبيل,العزيزية,7 / 199,2 / أ,صفقة بتمويل
28458232,أخرى,أخرى,475100000,350٫00,1357428,19/03/2025,الرياض,الرياض,الرمال,3966,1215,رهن
28458220,أخرى,أخرى,475100000,350٫00,1357428,19/03/2025,الرياض,الرياض,الرمال,3966,1209,رهن
28458219,سكني,قطعة أرض,750000,770٫00,974,19/03/2025,الشرقية,الخبر,الكوثر,2 / 122,604 / ب,
28458214,تجاري,قطعة أرض,300000,494٫50,606,19/03/2025,الشرقية,الهفوف,جنوب الهفوف,4 / 400,156 / أ,
28458190,أخرى,أخرى,475100000,350٫00,1357428,19/03/2025,الرياض,الرياض,الرمال,3966,1207,رهن
28458185,سكني,قطعة أرض,1546627,500٫00,3093,19/03/2025,الشرقية,حفر الباطن,اليرموك,9/ 145,159,رهن
28458183,أخرى,أخرى,0,625٫00,0,19/03/2025,الرياض,الرياض,ضاحية نمار,1629 / ط 2,1133,فرز/دمج
28458182,أخرى,أخرى,0,625٫00,0,19/03/2025,الرياض,الرياض,ضاحية نمار,1629 / ط 2,1135,فرز/دمج
28458181,أخرى,أخرى,0,625٫00,0,19/03/2025,الرياض,الرياض,ضاحية نمار,1629 / ط 2,1137,فرز/دمج
28458180,أخرى,أخرى,0,625٫00,0,19/03/2025,الرياض,الرياض,ضاحية نمار,1629 / ط 2,1139,فرز/دمج
28458173,سكني,شقة,350000,112٫67,3106,19/03/2025,مكة المكرمة,جده,الصفا,9/ ج/ س,7,
28458166,سكني,قطعة أرض,300000,300٫00,0,19/03/2025,القصيم,بريده,واسط,ق / ب / 6907,43 / 5,رهن
28458160,سكني,قطعة أرض,200000,337٫50,0,19/03/2025,الشرقية,حفر الباطن,العزيزية,816/ 26,7,رهن
28458157,أخرى,أخرى,0,713٫94,0,19/03/2025,الرياض,الرياض,المشاعل,3265,297,فرز/دمج
28458151,سكني,قطعة أرض,12000,645٫00,18,19/03/2025,الشرقية,حفر الباطن,السلمانية,ش / ر / 348 / ح/1445هـ,111,
28458145,سكني,قطعة أرض,550000,394٫00,1395,19/03/2025,مكة المكرمة,مكة المكرمة,البيعة,1 / 20 / 60,2725,
28458140,سكني,شقة,540000,158٫48,3407,19/03/2025,مكة المكرمة,جده,الواحة,588/ ج/ س,2/أ,
28458139,سكني,قطعة أرض,5000,200٫00,25,19/03/2025,الرياض,عفيف,الفاخرية,471 / أ,795  /  2,
28458134,سكني,قطعة أرض,475100000,393٫75,1206603,19/03/2025,الرياض,الرياض,الرمال,3966,130,رهن
28458130,أخرى,أخرى,0,1128٫62,0,19/03/2025,الشرقية,الخبر,بدون,191 / 2,17,هبة
28458129,أخرى,فيلا,0,296٫95,0,19/03/2025,الرياض,الرياض,بدون,710106048393 / س,6987,صفقة بتمويل
28458123,سكني,قطعة أرض,10000,690٫00,14,19/03/2025,الحدود الشمالية,عرعر,القدس الغربي,4 / د / ر / 1429,2118 / هـ,
28458122,سكني,فيلا,0,297٫00,0,19/03/2025,الرياض,الرياض,بدون,710106048393 / س,7507,صفقة بتمويل
28458121,أخرى,أخرى,475100000,375٫00,1266933,19/03/2025,الرياض,الرياض,الرمال,3966,175,رهن
28458119,أخرى,أخرى,0,625٫00,0,19/03/2025,الرياض,الرياض,ضاحية نمار,1629 / ط 2,1140,فرز/دمج
28458118,أخرى,أخرى,0,625٫00,0,19/03/2025,الرياض,الرياض,ضاحية نمار,1629 / ط 2,1138,فرز/دمج
28458117,أخرى,أخرى,0,625٫00,0,19/03/2025,الرياض,الرياض,ضاحية نمار,1629 / ط 2,1136,فرز/دمج
28458116,أخرى,أخرى,0,625٫00,0,19/03/2025,الرياض,الرياض,ضاحية نمار,1629 / ط 2,1134,فرز/دمج
28458115,أخرى,أخرى,0,625٫00,0,19/03/2025,الرياض,الرياض,ضاحية نمار,1629 / ط 2,1132,فرز/دمج
28458111,أخرى,أخرى,475100000,350٫00,1357428,19/03/2025,الرياض,الرياض,الرمال,3966,1200,رهن
28458103,سكني,قطعة أرض,60000,662٫12,90,19/03/2025,مكة المكرمة,القنفذه,الشاطئ 1,ق / 13 / 20,1358,
28458099,تجاري,قطعة أرض,614133,594٫50,0,19/03/2025,الشرقية,الجبيل,العزيزية,7 / 199,210,رهن
28458094,سكني,شقة,524000,109٫06,4804,19/03/2025,الرياض,الرياض,الرمال,3240 / أ,5 / أ,
28458093,سكني,قطعة أرض,420000,420٫95,997,19/03/2025,عسير,ابها,الصناعية,162655-7001-007001,24,
28458088,أخرى,أخرى,0,806٫00,0,19/03/2025,حايل,حائل,النقرة,870,31,هبة
28458071,أخرى,أخرى,0,357٫00,0,19/03/2025,مكة المكرمة,الطائف,القمرية,96,149,هبة
28458061,أخرى,أخرى,1000000,330٫00,0,19/03/2025,مكة المكرمة,جده,النعيم,10 / ج / س,790 / أ,فك رهن
28458060,سكني,قطعة أرض,0,225٫00,0,19/03/2025,عسير,خميس مشيط,جنوب خط المطار,64/ أ/ 2,768,هبة
28458057,سكني,قطعة أرض,3000000,600٫00,5000,19/03/2025,مكة المكرمة,جده,الفيحاء,407 / ب,207,
28458047,سكني,قطعة أرض,0,225٫00,0,19/03/2025,عسير,خميس مشيط,مخطط جنوب خط المطار القديم,64/ أ/ 2,56,هبة
28458046,سكني,قطعة أرض,105924720,8827٫06,12000,19/03/2025,الرياض,الرياض,حطين,3057,عدد العقارات 8-391-396-397-392-393-398-394-395,
28458025,أخرى,أخرى,0,625٫00,0,19/03/2025,الرياض,الرياض,ديراب,1629 / ه,270,فك رهن
28458023,سكني,شقة,580000,175٫24,3309,19/03/2025,مكة المكرمة,جده,الصفا,3 / 365 / ع,3 / 1,
28458018,تجاري,قطعة أرض,1550000,667٫00,2323,19/03/2025,مكة المكرمة,جده,الياقوت,209 / ب,1184,
28458015,سكني,قطعة أرض,12000,690٫00,17,19/03/2025,الشرقية,حفر الباطن,السلمانية,ش / ر / 348 / ح/1445هـ,187,
28458009,تجاري,قطعة أرض,1700000,500٫00,3400,19/03/2025,الشرقية,الجبيل,طيبة,7 / 89,154,
28458008,سكني,شقة,480000,91٫81,5228,19/03/2025,مكة المكرمة,جده,النزهة,3/ 477/ ع,23,
28458004,أخرى,أخرى,0,846٫57,0,19/03/2025,حايل,حائل,النقرة,870,27,هبة
28458002,سكني,قطعة أرض,6438300,1951٫00,3300,19/03/2025,الرياض,الرياض,النظيم,3968,تجاري / 63,
28457994,تجاري,قطعة أرض,1150000,990٫00,1161,19/03/2025,الشرقية,الهفوف,الجامعيين,4 / 310,179 / هـ,
28457993,أخرى,فيلا,0,296٫95,0,19/03/2025,الرياض,الرياض,بدون,710106048393 / س,7410,صفقة بتمويل
28457991,سكني,شقة,500000,147٫47,3390,19/03/2025,الشرقية,الخبر,بدون,251 / 2,3 / 2,
